chr	start	end	strand	genes	LL_mean	k_mean	n	size
chr9	22112989	22135711	-	['Elof1' 'Acp5']	0.8098296984925085	0.0007798321257193874	2	22722
chr9	22055411	22085438	-	['Zfp653' 'Ecsit']	0.9190951774423881	0.0005997613722424124	2	30027
chr9	22036380	22085438	-	['Gm49318' 'Ecsit']	0.7614337630065608	0.0005925495015814886	2	49058
chr8	110618585	110741400	+	['Vac14' 'Mtss2']	0.8394687898620261	0.00039537596944627597	2	122815
chr8	107046289	107096547	-	['Cog8' 'Terf2']	0.9657620268930354	0.0008351035569093145	2	50258
chr8	70629393	70660388	-	['Pgpep1' 'Gdf15']	0.9304663179566968	0.0005098786722334193	2	30995
chr8	70184340	70234466	-	['Slc25a42' 'Armc6']	0.8343111189704315	0.0003113193618427248	2	50126
chr8	64718139	64850017	-	['Msmo1' 'Klhl2']	0.896337008106538	9.560279946195494e-06	2	131878
chr8	60983437	61131346	+	['B230317F23Rik' 'Nek1']	0.8358088456965262	0.0003030155973632315	2	147909
chr8	27260329	27281070	+	['Eif4ebp1' '5430430B14Rik']	0.9690070023743151	0.0007238772059516501	2	20741
chr8	27023261	27056132	+	['Erlin2' 'Plpbp']	0.9660691521112652	0.00044892025537162213	2	32871
chr8	26119368	26164151	+	['Rnf170' 'Thap1']	0.8456067470976953	7.211926935148921e-05	2	44783
chr8	25725346	25785287	-	['Ddhd2' 'Bag4']	0.9397792473571568	0.0006129034982981219	2	59941
chr8	22628126	22706589	-	['Polb' 'Ikbkb']	0.9323759277816894	0.0003580634783334864	2	78463
chr8	13288190	13378448	+	['Tmco3' 'Tfdp1']	0.7947484161774818	4.906499396515975e-05	2	90258
chr8	8617434	8690521	-	['Arglu1' 'Efnb2']	0.8693045278240279	7.190928919765782e-05	2	73087
chr8	4238865	4256220	+	['Gm49320' 'Snapc2']	0.9653358792810611	0.00015744757194875508	2	17355
chr7	144435733	144553729	-	['Cttn' 'Ppfia1']	0.9409274226298907	0.0004937177963589297	2	117996
chr8	70723720	70758677	+	['Pde4c' 'Rab3a']	0.9295972424969338	0.0011224494844472425	2	34957
chr8	71374123	71395802	-	['Nr2f6' 'Ushbp1']	0.9727817743091671	0.0005311012528719217	2	21679
chr8	90828352	91123844	+	['Chd9' 'Rbl2']	0.9029792574641089	0.001184564809979022	2	295492
chr8	95420249	95490039	-	['Csnk2a2' 'Cfap20']	0.9780718761564493	5.919339169698215e-05	2	69790
chr8	95332284	95375080	+	['Usb1' 'Mmp15']	0.948158739554957	0.0007084459514471639	2	42796
chr8	94434356	94570531	+	['Cpne2' 'Nlrc5']	0.8486179051226259	0.0003413799496330244	2	136175
chr8	84969587	85003349	+	['Prdx2' 'Hook2']	0.8967276831757044	0.0005726836921551624	2	33762
chr8	84967678	84978718	-	['Gm49661' 'Junb']	0.9417870771364194	5.718133471731505e-05	2	11040
chr8	84956610	84978718	-	['Rnaseh2a' 'Junb']	0.87675435145486	2.3301159975319148e-05	2	22108
chr8	84063561	84067287	-	['Gm10643' 'C330011M18Rik']	1.0	0.00033840465223984996	2	3726
chr9	46232933	46242032	-	['Apoc3' 'Gm47528']	0.9548060627157212	0.001258886070945	2	9099
chr9	121710329	121756843	+	['Ss18l2' 'Nktr']	0.9899155859349718	0.0009941802199584168	2	46514
chr10	79526430	79555199	-	['Plpp2' 'Mier2']	0.8640588962704077	0.0004256587907949643	2	28769
chr10	76545871	76570532	-	['4930483K19Rik' 'Gm15343']	0.8133703923202389	0.0011515635101634193	2	24661
chr10	76351263	76469114	-	['Pcnt' 'Ybey']	0.89462902182781	0.00018528500204454011	2	117851
chr10	75212073	75334784	+	['Specc1l' 'Adora2a']	0.7477526604749347	0.00024567050161513064	2	122711
chr10	71225464	71285262	-	['Tfam' 'Ube2d1']	0.9148879952108178	5.000257472451512e-05	2	59798
chr10	62429209	62486805	-	['Vps26a' 'Supv3l1']	0.9323403361393973	0.00038251448038770426	2	57596
chr10	59702477	59899302	+	['Micu1' 'Dnajb12']	0.8226580949888977	0.0010473781252050445	2	196825
chr10	59422958	59616692	-	['Mcu' 'Oit3']	0.8777318455928148	0.003054650099711527	2	193734
chr10	40280683	40302188	-	['Amd1' 'Gm47867']	0.9577481074813452	0.0026024620277281356	2	21505
chr10	33987216	34019624	-	['Rwdd1' 'A830082N09Rik']	0.8918982377572383	0.00029968081281549783	2	32408
chr10	29313166	29365345	+	['Echdc1' 'Gm30698']	0.7878686405039099	0.0004049251775020424	2	52179
chr10	25359798	25673343	+	['Epb41l2' 'Gm29571']	0.6177279943423304	0.0008566738531003507	2	313545
chr10	21295979	21396585	+	['Aldh8a1' 'Hbs1l']	0.9668296325714002	0.0001588000151490039	2	100606
chr10	19934472	20281590	+	['Map3k5' 'Map7']	0.9068859713819866	0.0011545875834705485	2	347118
chr10	7792891	7870396	+	['Ppil4' 'Zc3h12d']	0.7583771108353838	0.0007005147320193352	2	77505
chr10	80035949	80105571	-	['Polr2e' 'Sbno2']	0.9598749603039551	0.00026443441730021546	2	69622
chr10	84576626	84727178	+	['Tcp11l2' 'Polr3b']	0.7505769038494485	0.0012303970137510884	2	150552
chr10	115339674	115384443	-	['Tmem19' 'Thap2']	0.9755400140839585	0.0007870818463576613	2	44769
chr10	94781974	94944835	-	['Plxnc1' 'Gm48689']	0.7653854865941075	0.0005807704997307848	2	162861
chr10	93453411	93519304	+	['Lta4h' 'Hal']	0.913327401407499	0.004497390161870831	2	65893
chr10	89574020	89686285	-	['Slc17a8' 'Scyl2']	0.8508391994988287	0.003384417583095751	2	112265
chr10	85119433	85185064	-	['Mterf2' 'Cry1']	0.6564224621318946	0.0009889511995960576	2	65631
chr10	81628540	81667361	+	['Ankrd24' 'Gm10778']	0.6405665511074372	6.732663024762247e-05	2	38821
chr10	81559488	81590845	+	['Tle5' 'Tle2']	0.889928916107588	0.00026495218855355666	2	31357
chr10	81486249	81500132	-	['Ncln' 'S1pr4']	0.900064205671359	8.615950099897431e-05	2	13883
chr10	81264713	81291581	-	['Mrpl54' 'Tjp3']	0.8192260421698598	0.0004767090674867383	2	26868
chr10	81028538	81060181	-	['Slc39a3' 'Sgta']	0.9322817559803147	1.9540181895294697e-05	2	31643
chr10	80606021	80640749	+	['Csnk1g2' 'Gm49322']	0.968593053068427	0.0001619904135487958	2	34728
chr10	80602880	80640749	+	['Csnk1g2' 'Adat3']	0.9546742373363608	0.00021666884084611454	2	37869
chr10	80602872	80640749	+	['Csnk1g2' 'Scamp4']	0.9639534478244051	0.00018021655598123539	2	37877
chr9	121843822	121858362	-	['Gm47111' 'Higd1a']	0.9869265933393877	0.0013833231978570416	2	14540
chr9	48985375	49078775	+	['Zw10' 'Usp28']	0.8429664414929418	0.00019386716935520712	2	93400
chr9	95554497	95568023	+	['Paqr9' 'Gm32281']	0.8295129889541055	0.002524506120852958	2	13526
chr9	92249750	92297752	+	['Plscr1' 'Plscr2']	0.7236931262785997	0.0006152952431859706	2	48002
chr9	86554377	86695953	-	['Pgm3' 'Me1']	0.8098777848596401	0.0012118263542674566	2	141576
chr9	79755361	79793507	-	['Cox7a2' 'Tmem30a']	0.9202587960470918	0.001202473982945875	2	38146
chr9	74952884	75060313	+	['Fam214a' 'Arpp19']	0.9528887931809279	0.0009139535563884838	2	107429
chr9	71988973	72003803	-	['Gm37663' 'Gm37023']	0.9025056220941852	0.0001477764876981	2	14830
chr9	66126611	66272242	+	['Ciao2a' 'Dapk2']	0.8921757391344018	0.000803930458689229	2	145631
chr9	65908924	66066623	+	['Csnk1g1' 'Ppib']	0.8542820894907409	0.0002790432116000988	2	157699
chr9	65692391	65908794	-	['Trip4' 'Zfp609']	0.8557352751756608	0.00040999782222866205	2	216403
chr9	65629648	65690300	+	['Rbpms2' 'Oaz2']	0.8522505778233809	0.00010739233598432042	2	60652
chr9	64173375	64183132	+	['Rpl4' 'Snapc5']	0.9205635871895139	7.072111392546988e-05	2	9757
chr9	57385095	57468060	-	['Ppcdc' 'Scamp5']	0.6950423065557727	9.164944657126025e-05	2	82965
chr9	53301670	53401867	+	['Exph5' 'Poglut3']	0.8715032674861382	0.0003857492100550748	2	100197
chr9	95857597	96057803	+	['Xrn1' 'Atr']	0.7272937541346949	0.0002575900592184744	2	200206
chr9	109082493	109119917	+	['Ccdc51' 'Plxnb1']	0.9626713729309821	0.0007212023602028162	2	37424
chr9	114756836	114844156	-	['Cmtm7' 'Cmtm8']	0.8424474435001672	0.0003011380239134577	2	87320
chr9	110305173	110384950	+	['Scap' 'Elp6']	0.8265309390859101	0.002774711389491696	2	79777
chr9	110117708	110262576	+	['Smarcc1' 'Cspg5']	0.6601384587642962	0.00026248982113317846	2	144868
chr9	108783796	108818844	+	['Ip6k2' 'Nckipsd']	0.8750885728925148	0.0008222967186482194	2	35048
chr9	108662088	108750436	+	['Prkar2a' 'Slc25a20']	0.969002180777422	0.0012362899188578368	2	88348
chr9	108051534	108094606	-	['Rnf123' 'Apeh']	0.9853878465963162	5.449505953816074e-05	2	43072
chr9	106432981	106447678	-	['Acy1' 'Abhd14a']	0.8113281626980408	0.00011444052894865528	2	14697
chr9	106170928	106215389	+	['Wdr82' 'Twf2']	0.7842201298505199	0.0016694253120672204	2	44461
chr9	104002544	104127725	+	['Acad11' 'Nphp3']	0.8517205781369458	0.00020430606737471095	2	125181
chr5	134220053	134314760	-	['Ncf1' 'Gtf2i']	0.8262976998261123	0.00047951855503651513	2	94707
chr6	121300227	121365775	+	['Slc6a13' 'Slc6a12']	0.9636962327136878	6.777825880069253e-05	2	65548
chr6	120891930	121130999	-	['Mical3' 'Bid']	0.9094591350379846	0.001448007365383442	2	239069
chr6	120364124	120487559	+	['Kdm5a' 'Il17ra']	0.942561106473039	6.173977975210708e-05	2	123435
chr6	116624016	116673952	-	['Zfp422' 'Rassf4']	0.7730760519468705	0.00019128127352633463	2	49936
chr6	113471427	113493343	+	['Il17rc' 'Creld1']	0.8768289084474266	0.0001350899146513101	2	21916
chr6	91978878	92174294	+	['Nr2c2' 'Fgd5']	0.8359062450295616	0.0004875293237069491	2	195416
chr6	91462172	91515888	-	['Chchd4' 'Xpc']	0.9494753261555496	2.887273907138335e-05	2	53716
chr6	90462576	90600203	+	['Klf15' 'Aldh1l1']	0.8156954149027211	0.0018871618319316272	2	137627
chr6	90333284	90403490	+	['Uroc1' 'Zxdc']	0.9791760216876549	0.0006755772376517284	2	70206
chr6	88738192	88745615	+	['Gm44005' 'Gm43999']	0.9922698598836039	0.0021279794308704	2	7423
chr6	88724412	88847274	+	['Gm15612' 'Mgll']	0.8700076742770528	0.0004579891565074498	2	122862
chr6	86862873	86875476	+	['Gm44153' 'Gm44152']	0.890499843478443	0.00019612152382265	2	12603
chr6	86404219	86473500	+	['Tia1' 'C87436']	0.9116833473420682	0.00011856075382800962	2	69281
chr6	120912900	121130999	-	['Mical3' 'Gm44260']	0.9126151978326013	0.0015237223299930192	2	218099
chr7	140920902	140947664	+	['Nlrp6' 'Pgghg']	0.9471700972108509	7.693233205834272e-05	2	26762
chr7	6363280	6396915	+	['Zfp78' 'Zfp28']	0.7041066798643938	3.24526596141977e-05	2	33635
chr7	4784557	4812590	-	['Tmem238' 'Ube2s']	0.7851528335428534	5.91901173660041e-05	2	28033
chr7	3692863	3706897	+	['Tsen34' 'Rps9']	0.9776889027085636	0.00010368348701082964	2	14034
chr7	3665790	3693523	-	['Tmc4' 'Mboat7']	0.9063361097118949	0.00021185442113604277	2	27733
chr7	3660098	3693523	-	['Leng1' 'Mboat7']	0.9534537156136014	0.0002104128363615325	2	33425
chr6	148915215	148946467	-	['Gm43913' 'Sinhcaf']	0.7436476888217671	0.00023887194094136883	2	31252
chr6	134073354	134087464	+	['Gm43982' 'Gm43984']	0.9840196266285968	0.000590747244562025	2	14110
chr6	128409444	128438677	-	['Itfg2' 'Fkbp4']	0.8298516005572965	0.0004581389297887616	2	29233
chr6	128348754	128362911	-	['Gm44190' 'Rhno1']	0.7832944600030038	0.00011360826429332178	2	14157
chr6	127085116	127152193	-	['Tigar' 'Ccnd2']	0.882389968400044	0.0009894313178958345	2	67077
chr6	124904361	124920103	-	['Lag3' 'Ptms']	0.8381174022725033	0.000183989084026625	2	15742
chr6	124663027	124716950	+	['Lpcat3' 'Phb2']	0.999262294612002	5.912120714894346e-05	2	53923
chr6	124493113	124523443	+	['C1rl' 'C1ra']	0.908601423483764	0.00037777936558966744	2	30330
chr6	86365646	86379328	+	['Fam136a' 'Snrpg']	0.9251986178755072	0.0001483084090655125	2	13682
chr6	85899051	85915687	-	['Nat8f1' 'Nat8f4']	0.9092576826083661	0.0002119146845196375	2	16636
chr6	85808024	85832082	-	['Nat8f6' 'Nat8']	0.5402687748053676	0.002946943599760655	2	24058
chr5	148893775	149015813	-	['Gm15411' 'Gm42791']	0.5779373670967429	0.0008999181322960992	2	122038
chr5	148871584	148996566	-	['Katnal1' 'Gm15406']	0.7183679066552968	0.0013812526164775436	2	124982
chr5	143301195	143329256	-	['E130309D02Rik' 'Zdhhc4']	0.9577945742963516	0.00011324347799862748	2	28061
chr5	140620578	140702378	-	['Iqce' 'Ttyh3']	0.7938510724767466	0.0002983825047643465	2	81800
chr5	139802485	139826885	-	['Tmem184a' 'Psmg3']	0.8302114754722052	0.00036102578902846876	2	24400
chr5	139706696	139775674	-	['Micall2' 'Ints1']	0.7693626242769662	0.0006747941571133701	2	68978
chr5	139377697	139415623	+	['Gpr146' 'C130050O18Rik']	0.6921615438375676	0.0016157486143206334	2	37926
chr5	138255482	138266661	+	['Lamtor4' '6330418K02Rik']	0.929028935372272	3.609657864010121e-05	2	11179
chr5	138161071	138180429	+	['Cops6' 'Ap4m1']	0.8692881840395796	1.6170037175818297e-05	2	19358
chr5	138085084	138134265	+	['Zkscan1' 'Zscan21']	0.9459354425042219	0.000251914563939464	2	49181
chr5	137745730	137780110	+	['Tsc22d4' 'Ppp1r35']	0.8755700672147408	1.2172193289233677e-05	2	34380
chr5	136116631	136141615	+	['Alkbh4' 'Polr2j']	0.9558219996877733	6.976362533943002e-05	2	24984
chr5	135376141	135545120	-	['Pom121' 'Hip1']	0.7308831896693608	0.00018148937139736703	2	168979
chr5	134600022	134639490	-	['Lat2' 'Eif4h']	0.8152955056029926	0.000296653697861915	2	39468
chr6	3325742	3339354	-	['Gm43196' 'Gm43197']	0.7588459119795931	0.00034433595428697505	2	13612
chr6	13580687	13677966	-	['Tmem168' 'Bmt2']	0.8792341294171493	9.516844344156359e-05	2	97279
chr6	15720661	15813058	+	['Mdfic' 'Gm43924']	0.9576193468235416	0.0012968711420357508	2	92397
chr6	83867109	84211060	+	['Dysf' 'Zfp638']	0.5937928967142471	0.0001422995921576321	2	343951
chr6	72097592	72167707	+	['St3gal5' 'Gm38832']	0.7740873829530918	0.002336746641441622	2	70115
chr6	54923949	54992950	-	['Nod1' 'Ggct']	0.8361416608434336	4.2602063248707266e-05	2	69001
chr6	48024188	48086593	-	['Zfp777' 'Zfp746']	0.9700892773134944	0.00022149921141161288	2	62405
chr6	42245935	42282508	+	['Gstk1' 'Casp2']	0.9127812851819459	2.891154785647136e-05	2	36573
chr6	39573873	39603382	+	['Ndufb2' 'Adck2']	0.9797469497791516	0.00012524176571434355	2	29509
chr6	39086410	39206789	-	['Parp12' 'Kdm7a']	0.9095796133872169	0.00021800265289655184	2	120379
chr6	28563490	28570986	+	['Gm37321' 'Gm37978']	0.8995774647371407	0.00027698521026895003	2	7496
chr7	15917208	15946074	-	['Selenow' 'Nop53']	0.9410115511927897	0.00020719447579001249	2	28866
chr7	110800432	110863239	-	['Rnf141' 'Lyve1']	0.7278852218166618	0.0027854899813679153	2	62807
chr7	110308013	110639358	-	['Sbf2' 'Gm28863']	0.7402059751170846	9.615905744089783e-05	2	331345
chr7	110018274	110095394	+	['Zfp143' 'Ipo7']	0.9318194540540464	0.0017058340644270126	2	77120
chr7	109893780	109986929	-	['Dennd5a' 'Tmem41b']	0.9376367121903215	7.435402276359071e-05	2	93149
chr7	107567446	107748583	+	['Olfml1' 'Ppfibp2']	0.9348085051208908	0.0010313914032021704	2	181137
chr7	102267806	102469771	+	['Stim1' 'Rrm1']	0.7326197433974078	0.00010084505928115706	2	201965
chr7	102014885	102065469	-	['Il18bp' 'Rnf121']	0.9320103533022557	0.0004956949606818634	2	50584
chr7	98192417	98321208	-	['B3gnt6' 'Acer3']	0.6687263528463504	0.0008108314215055175	2	128791
chr7	97579889	97720796	+	['Clns1a' 'Rsf1']	0.9184133464754972	7.464844877573244e-05	2	140907
chr7	90450700	90476001	-	['Tmem126a' 'Tmem126b']	0.930738405510315	5.684727380900375e-06	2	25301
chr7	89917529	89980983	-	['Eed' 'Hikeshi']	0.8996558799522271	0.00012998698273644223	2	63454
chr7	88278085	88315864	+	['Ctsc' 'Gm44751']	0.9395474744746659	0.001472927332800172	2	37779
chr7	84585159	84689959	-	['Zfand6' 'Fah']	0.9635184640751788	0.0009816416321845236	2	104800
chr7	112225856	112591692	+	['Parva' 'Mical2']	0.7916478018551663	0.0020956860842925233	2	365836
chr7	114215559	114276118	-	['Psma1' 'Copb1']	0.9679748372908041	0.00012460453498345213	2	60559
chr7	127967457	127996598	+	['Fus' 'Gm45205']	0.996740412358896	0.00012258470270953782	2	29141
chr7	140853394	140882309	-	['Bet1l' 'Sirt3']	0.9651664045205888	0.0005345672085053638	2	28915
chr7	140115799	140150786	+	['Paox' 'Mtg1']	0.9495860470570099	6.504572284427112e-05	2	34987
chr7	131371141	131448944	+	['Acadsb' 'Pstk']	0.7676307932012085	0.0003193550352327684	2	77803
chr7	130391493	130573118	-	['Ate1' 'Nsmce4a']	0.8326997485210721	5.699279735896689e-05	2	181625
chr7	127256959	127274055	-	['Dctpp1' 'Sephs2']	0.9257368544089886	0.00012334065857295002	2	17096
chr7	127191660	127208468	-	['Cd2bp2' 'Tbc1d10b']	0.9826337731027467	0.00032804248391074	2	16808
chr7	126938886	126952873	+	['Gm44735' 'Gm21984']	0.9457418675517089	0.0004949030627092279	2	13987
chr7	126546455	126585817	-	['Eif3c' 'Cln3']	0.9287505097956297	7.30197027792108e-05	2	39362
chr7	126466994	126503437	-	['Sh2b1' 'Atxn2l']	0.9924932345507648	1.323421483828053e-05	2	36443
chr7	120842831	120947432	+	['Polr3e' 'Eef2k']	0.8422889973747664	0.0010624367892024464	2	104601
chr7	79277767	79302926	+	['Gm44639' 'Gm39041']	0.82079125806167	0.001749038127103825	2	25159
chr7	16098458	16127516	+	['Napa' 'Kptn']	0.9303037542833261	0.00011776764475664968	2	29058
chr7	78895854	78920396	+	['Aen' 'Isg20']	0.6907221052875941	8.73877189152779e-05	2	24542
chr7	29316770	29518641	-	['Gm44632' 'Sipa1l3']	0.7859372240767601	0.0007798070900885462	2	201871
chr7	29152510	29180701	-	['Fam98c' 'Psmd8']	0.9542888811442805	0.00026425087423846336	2	28191
chr7	28893248	28981864	-	['Actn4' 'Eif3k']	0.9795651412940654	0.0004813294331445404	2	88616
chr7	28739641	28767512	-	['Nfkbib' 'Mrps12']	0.8398893967437921	0.0007136644960871437	2	27871
chr7	27553233	27640826	+	['2310022A10Rik' 'Akt2']	0.897716475311333	0.00020781484570926042	2	87593
chr7	24884371	24926594	+	['Rps19' 'Arhgef1']	0.9715227441733326	3.792165774500819e-05	2	42223
chr7	24254794	24277794	+	['Zfp108' 'Zfp93']	0.8346359341376004	0.00030688830134915836	2	23000
chr7	24193947	24237560	-	['Zfp109' 'Zfp111']	0.8582223502302516	0.00026250436837031276	2	43613
chr7	19778881	19822770	-	['Cblc' 'Bcl3']	0.9242102924944509	0.000550191419036681	2	43889
chr7	19463331	19516145	+	['Exoc3l2' 'Trappc6a']	0.9302046219420337	0.0004246709151186587	2	52814
chr7	19119859	19153542	+	['Snrpd2' 'Fbxo46']	0.8993101719929004	0.00036495136538222	2	33683
chr7	16197147	16244154	-	['Dhx34' 'C5ar2']	0.8248351104560987	0.0007063761515456062	2	47007
chr7	30161269	30198811	-	['Capns1' 'Zfp146']	0.918327813242602	0.00021911370646878273	2	37542
chr7	30729579	30756134	+	['Tmem147os' 'Sbsn']	0.759353682344281	0.000282783193868755	2	26555
chr7	30737653	30756134	+	['Gm26935' 'Sbsn']	0.7570145679143023	0.00029450259458948	2	18481
chr7	45627488	45646521	+	['Rasip1' 'Mamstr']	0.7899344121684546	0.0025456455671771013	2	19033
chr7	75481999	75486491	+	['Gm44695' 'Gm44834']	0.905846031107198	0.0003804966619344	2	4492
chr7	59228750	59321823	+	['Gm44829' 'Ube3a']	0.9700992375620486	0.0002620935153184132	2	93073
chr7	55794154	55932602	+	['Tubgcp5' 'Cyfip1']	0.8857050496861703	0.00010690587588344958	2	138448
chr7	45872772	45917413	+	['Kdelr1' 'Tmem143']	0.9224251649741624	0.00032239483517235504	2	44641
chr7	45806637	45830944	-	['Grwd1' 'Cyth2']	0.8395302638610944	0.0005879564177126589	2	24307
chr7	44579968	44670843	-	['Myh14' 'Gm15396']	0.6995448986073142	0.0006050667461807969	2	90875
chr7	30955825	30989726	+	['Gm17077' 'Fam187b']	0.9692474352752516	0.0005837863302233482	2	33901
chr7	44465391	44471662	+	['Aspdh' 'Josd2']	1.0	0.0002657947296509667	2	6271
chr7	43444083	43472019	+	['Etfb' 'Vsig10l']	0.8703907651554731	0.00016327170283084793	2	27936
chr7	41599230	41651530	+	['2610021A01Rik' 'Zfp788']	0.7217965414532312	0.0007601246004333336	2	52300
chr7	39517766	39580589	+	['Zfp619' 'Gm37494']	0.7607682128645179	0.0005114037079322741	2	62823
chr7	35685165	35803003	-	['Dpy19l3' 'Zfp507']	0.8387891931058606	0.00044491921414240867	2	117838
chr7	35334170	35438689	+	['Rhpn2' 'Cep89']	0.7336477085256528	0.0004170591709142382	2	104519
chr7	30956909	30989726	+	['Gm4673' 'Fam187b']	0.9624877838188257	0.0005976597766373482	2	32817
